cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,barcode_number sum
0,1,37,0,0,409.2627198124267,6.014357296556095,0.6536743997743228,0.0684978203841414,9.701566854100808,-5.103204239870456,0.8250568570015333,-14.968129546909486,7
0,1,38,0,0,466.8377104007895,6.145981682069761,0.6043948766425539,0.062221367181875376,9.3978422830786,-6.387044945073824,0.34859900462819254,-4.982365084340841,6
0,1,39,0,0,409.8706651030323,6.015841658965017,0.624438618567309,,0.0,-6.614126344716118,,-0.0,1
0,1,40,0,0,368.7267354012977,5.910055815226586,0.6435705154014485,0.05692920810416946,8.339936471023272,-5.670110899443582,1.1904298010042902,-19.794109844760165,9
0,1,41,0,0,464.32302447339583,6.140580483443983,0.6315497743210446,0.020591845620819366,2.9163032566884817,-6.195016335760766,0.3530767345660574,-5.097669074452254,5
0,1,42,0,0,433.4767574414186,6.071838178731114,0.661351775478095,0.043361413898354996,6.299264698187967,-5.553740215825086,0.9614890823991329,-16.633274047959468,13
0,1,43,0,0,424.536413892561,6.050997782738084,0.6313935394543598,0.03159425592286826,4.475617790014811,-6.221822985625591,0.6206861033975842,-8.922763139311082,5
0,1,44,0,0,433.2315478323181,6.071272337572904,0.6358522994947298,0.019666459717104113,2.6785550246573644,-6.091831579852084,1.2562108953004307,-17.858513216929456,4
0,1,45,0,0,434.2017676075637,6.073509328388378,0.6035738913853991,0.036639382999275924,5.787904593199847,-6.295249034788982,0.5855304911961509,-8.868297586528115,11
0,1,46,0,0,489.9310443490701,6.194264655383641,0.6289479563897762,0.031934896230010223,4.787122464069114,-5.92094867497471,0.6115408155306967,-9.737733627310527,9
0,1,47,0,0,395.7332331648682,5.980740330623853,0.6576543817787106,0.07269904686885743,10.487023801490187,-5.575797670873151,1.1396868509923619,-19.390981243674247,10
0,1,48,0,0,423.0759243578888,6.047551653147613,0.6547022091264844,0.042039451377034416,6.006441615290776,-5.46787502349007,0.9705409384844946,-16.6034869855581,8
0,1,49,0,0,383.5109855046039,5.949368265780622,0.6023119146234623,0.026990468232628143,3.658839298132794,-6.841281643317458,0.5465466104462245,-6.5229508447862115,3
0,1,50,0,0,435.34528117640303,6.076139466066698,0.6498654303338437,0.03614482949091404,5.077291781054185,-5.996844802560788,1.013158213120396,-15.422821664783337,6
0,1,51,0,0,396.7002004008016,5.98318083268981,0.631271197445255,0.016115050488496124,2.421792615843668,-6.25258108801757,0.4805536201142997,-7.291279981859335,10
0,1,52,0,0,414.7862173038229,6.027763248474073,0.6538091304349677,0.0714052449729203,10.52414421148842,-5.7015911425086205,1.0901882397182157,-18.425236881819025,14
0,1,53,0,0,419.0346297282898,6.037953565023142,0.6104948790552702,0.03689813322191188,5.653617149974345,-6.182900031404934,1.2129424667398978,-18.350673297955154,8
0,1,54,0,0,423.4154318436744,6.048353805470854,0.6262577657317107,0.029549297201566273,4.517516540952253,-6.334473211689527,0.5964455319577004,-9.015005692069867,12
0,1,55,0,0,448.8154753021937,6.10661183512514,0.7077542067622583,,0.0,-4.182050358671112,,-0.0,1
0,1,56,0,0,444.8104729044043,6.09764828785794,0.6510805855215145,0.04447928512842621,6.481034122183973,-5.80552111698253,1.0919623387244468,-17.843814740725502,10
0,1,57,0,0,466.791478007762,6.145882644049872,0.6603869756927991,0.04183047842076326,5.665514113571859,-4.97540665423175,0.6248179007385541,-11.232330514506291,5
0,1,58,0,0,462.3656011258544,6.136355922562082,0.6286911264031603,0.057837248252688704,8.80797373934093,-5.993642543144449,1.0494798383932553,-16.764437303167803,12
0,1,59,0,0,437.2621895124195,6.080532991182908,0.6493096733648759,,0.0,-5.611701002637604,,-0.0,1
0,1,60,0,0,474.86224256292905,6.163024746314976,0.6626848864598924,,0.0,-5.636880154039331,,-0.0,1
0,1,61,0,0,402.9787463677874,5.998883822014487,0.6525089930567556,0.03371304643861329,4.901542265783287,-5.470406796134445,0.7673637028728316,-13.307696403127986,10
0,1,62,0,0,420.5875325803649,6.041652620842498,0.5984002338553939,0.02317829398839814,3.623211941101346,-6.52426824416548,0.5070092261588925,-7.269224475543513,8
0,1,63,0,0,412.6726313144006,6.0226546183840926,0.6272019618836876,0.02363175075832389,3.5744542604399534,-6.3235291172194845,0.6150979162146382,-9.22796604493357,10
0,1,64,0,0,455.8423080144042,6.122146933948443,0.630771362772376,0.02134036619221378,3.1897279084231243,-5.884946435287643,0.4980532143282446,-7.9791562900559665,9
0,1,65,0,0,385.00937931034485,5.953267695836091,0.6002017304714028,0.025502114639411388,3.8787190880855213,-6.781669252544888,0.5861183230489495,-7.889656045487133,6
0,1,66,0,0,447.4299409061064,6.103519968824242,0.6405330337085196,0.0332678599115739,4.240701485029647,-5.676796897261237,1.1235158448663418,-16.159585459082855,3
0,1,67,0,0,370.5724303377007,5.91504891911885,0.6097739749018145,0.015102938657847733,1.7513686677966545,-6.714258789171154,0.2633460414380444,-2.7734077214867408,2
0,1,68,0,0,345.88207647938475,5.846097897541841,0.5974883895138466,,0.0,-6.771224962935728,,-0.0,1
0,2,1,0,0,388.5699902852601,5.962473308756122,0.6164915052674,0.028144300851804575,4.330964486174848,-5.900392953424562,0.7234561103425098,-11.631949501874878,10
0,2,2,0,0,364.1399504369375,5.8975382729659,0.5755936425221879,,0.0,-7.149930719102897,,-0.0,1
0,2,3,0,0,370.4205991716799,5.914639114540132,0.6676150818881628,0.09676904665311431,14.127721530849566,-5.303981064071207,1.6359175429170287,-30.0622337509601,20
0,2,4,0,0,382.9166854143232,5.947817433961934,0.6300658375738636,0.04206784416671871,6.094999871877875,-5.858037366886019,1.1223597447359288,-17.489980327500852,6
0,2,5,0,0,377.90644878262776,5.934646674995837,0.6084285114504155,0.04266623127399551,6.2721974185561535,-6.3790656842354325,1.0773903460094874,-15.106400662610387,5
0,2,6,0,0,367.3025959978367,5.906186020586751,0.6237445419907736,0.01572668383084272,2.0586606715998137,-6.232404107544032,0.7448308589670325,-9.757901432930256,3
0,2,7,0,0,381.83876313064064,5.944998433457744,0.6322123981301323,0.017009833825844516,2.565315114065299,-5.814510639967805,0.692170508491063,-11.35020169520201,11
