No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,BMP(ng/ml)
5,14,7,39,8.233955287480196,1.005900647808977,0.0659421501627278,6.069244331023324,0.06703557578827607,1.0621940566023533,1466.9831591621682,5.1442529447541645,2.2498440995227793,40.490833383629564,7,64
5,14,7,40,8.129783944850676,1.1170300541521903,0.21423822582138194,13.561792872498158,1.3692997006207128,2.659416194546495,137.33233303919587,7.639111818831357,6.142011787671136,56.8529207084493,2,64
5,14,7,41,7.866051838152574,1.052993844658827,0.04373460275589605,2.936867517132901,0.7613189675359753,0.5778994215234712,53.67482188518045,6.585788015107621,1.1523033110839866,12.372118315713566,2,64
5,14,7,42,8.290951081275896,0.6441239557277697,,0.0,-4.791482132441362,,-0.0,0.6980203711400463,,0.0,1,64
5,14,7,43,8.59887174620911,1.0677915070079003,0.11244696773290883,9.119938676802718,0.9274112134450371,1.3888153329353714,129.68889550294998,6.632346063560847,4.328307527027949,56.51732038519579,4,64
5,14,7,44,8.232770493320043,0.9557179952368356,,0.0,-0.7577370485537861,,-0.0,3.3781178269912355,,0.0,1,64
5,14,7,45,8.248679972426187,1.0109036194747256,0.05218716217350514,4.21510405760824,0.1027769172398086,0.7681505057354943,610.2462288370762,5.103562203659997,1.6598959740703025,26.555949226055336,3,64
5,14,7,46,7.773264220840515,0.9401171975656876,0.143619493933966,13.66395390540775,-0.9800443963752542,2.1996193734489506,-200.74594423879878,3.829564283797011,3.5465212821371708,82.83200993973729,5,64
5,14,7,47,8.238563682465312,1.0236600239449987,0.07659053090558297,6.830125967443655,0.26233076081815077,0.9911957535869529,344.9209638052117,5.281783065437301,2.3905070243489717,41.31605447405471,6,64
5,14,7,48,8.397570292894214,0.9638784869545994,,0.0,-0.6279445915980844,,-0.0,3.704417912693574,,0.0,1,64
5,14,7,49,8.654855076594579,1.1293409693579735,0.12772435694000644,10.115646283962027,1.529207815403422,1.3727145925207178,80.2894966050768,8.456737829091692,3.219977316461598,34.05610206264995,5,64
5,14,7,50,8.590930641293992,1.2025317249345178,0.08649550539488783,6.433421282809014,2.608797320739839,1.0099006950414355,34.624485186093665,10.313348575901939,1.4588786717134774,12.65215407728289,5,64
5,14,7,52,7.727683748395282,0.9374268547470104,0.11816016761144423,11.506495835141804,-0.9330928768514993,1.7318959924154635,-169.4362418847247,3.8194822603246124,2.0247286041973327,48.39179124985109,6,64
6,16,1,1,7.729841963035504,1.0566986441412318,,0.0,0.8165103384785484,,0.0,6.771063443304229,,0.0,1,64
6,16,1,2,7.8915308513871985,1.0457406119803407,,0.0,0.657105620233699,,0.0,6.498932208276983,,0.0,1,64
